layer_name,channel_index,weight_index,weight_id,baseline_value,unlearned_value,absolute_change,relative_change,rank_in_channel,channel_total_change
layer4.0.conv3.weight,941,351,layer4.0.conv3.weight_ch941_w351,-0.0004356365534476936,-0.005172451492398977,0.0047368151135742664,10.873318672180176,5,92.2065200805664
layer3.5.conv3.weight,67,155,layer3.5.conv3.weight_ch67_w155,0.0008292889688163996,0.00970111507922411,0.008871826343238354,10.698112487792969,7,353.6904602050781
layer4.0.conv3.weight,941,336,layer4.0.conv3.weight_ch941_w336,-0.00044214274385012686,0.004250815603882074,0.004692958202213049,10.614124298095703,6,92.2065200805664
layer4.0.conv3.weight,941,484,layer4.0.conv3.weight_ch941_w484,0.0005874941707588732,-0.005642833653837442,0.006230327766388655,10.604918479919434,7,92.2065200805664
layer3.5.conv3.weight,482,85,layer3.5.conv3.weight_ch482_w85,-0.0001638542889850214,0.00152839336078614,0.001692247693426907,10.327759742736816,5,586.06103515625
layer3.5.conv3.weight,1000,168,layer3.5.conv3.weight_ch1000_w168,-0.0005773705197498202,-0.00643348740413785,0.005856116767972708,10.142736434936523,6,96.46139526367188
layer1.2.conv1.weight,41,88,layer1.2.conv1.weight_ch41_w88,0.0010705649619922042,0.011927388608455658,0.01085682399570942,10.141209602355957,5,460.2436218261719
layer1.2.conv3.weight,53,7,layer1.2.conv3.weight_ch53_w7,0.0018032925436273217,-0.016318650916218758,0.01812194287776947,10.04936408996582,3,791.7326049804688
layer1.2.conv1.weight,41,147,layer1.2.conv1.weight_ch41_w147,-0.0037727595772594213,-0.04121682047843933,0.037444062530994415,9.924847602844238,6,460.2436218261719
layer3.5.conv3.weight,482,49,layer3.5.conv3.weight_ch482_w49,-0.00013455994485411793,0.0011996907414868474,0.00133425067178905,9.91565990447998,6,586.06103515625
